alpha1,gamma1,beta1,alpha2,gamma2,beta2,alpha3,gamma3,beta3,alpha4,gamma4,beta4
-0.008284659459871968,0.5521438886556133,0.2771320152086837,-0.03271715796250097,-0.01881299134796188,-0.2538672888905799,-0.30358076651932003,-0.2805110196512134,-0.3507739737213033,-0.036668350890160815,0.05048102871436087,-0.2032693604893443
0.008611126270950864,0.5625699368476189,0.28966807232144937,-0.027233198996717126,-0.023094669835590647,-0.25015477591936214,-0.3055361710779629,-0.27636675617078604,-0.3446781850797671,-0.032279931187792946,0.08428170364315903,-0.16602384995318986
-0.025736470756867216,0.5357801492164689,0.2629566866109943,-0.018332811397241647,0.0072920940193223335,-0.2518069076952516,-0.35157394814713033,-0.2729062313447406,-0.34812868291913773,-0.020067270848732683,-0.01945762884372631,-0.2713185036836574
-0.0010909485423676777,0.5587028749737006,0.2831829354197153,0.02085467121285031,0.015432269803330064,-0.25313471930486814,-0.30837680644767773,-0.27178393013297875,-0.34755750030473004,0.017519919583576373,-0.04115222978555562,-0.2943162125301813
0.03272201765525272,0.5400013605880171,0.25848170964258466,0.043652849461393646,0.007237405526318285,-0.258863740824562,-0.25403076886199816,-0.284541824254083,-0.36056624558160066,0.03211104148548572,0.0012178470141682243,-0.2580351384779105
0.003170710178420374,0.5810859881298366,0.3011781370706021,0.03365496334287965,0.024563306465990958,-0.25035301791810377,-0.3222869171699636,-0.2757055681215878,-0.34554588615258663,0.019484828417851666,-0.050402121327091966,-0.30086717547728126
0.023003906370033494,0.5308919183395309,0.25522386778777645,0.016178518001148487,-0.003783721815666532,-0.2535627798025471,-0.2572136966465539,-0.27438707150064173,-0.3492705408825117,0.022741469441235125,-0.0014389136709353004,-0.25477021460100757
0.014184984099780223,0.5388155458361349,0.2615273047131329,0.04158731739852189,0.007292800433532415,-0.2544676161955124,-0.25119407367512164,-0.26953857202067094,-0.34989699088584747,0.04263426687397855,-0.019152828404305555,-0.27371003151911844
0.03924832816472477,0.5468612181931254,0.26290332498658747,0.08762259617047854,0.03352829689770941,-0.2587321041196125,-0.27704976166261835,-0.2791686780106095,-0.3575482443731292,0.08108708446165494,-0.08406001296984407,-0.3430767888223518
0.015953943729561004,0.5459942681338036,0.2686843781441307,0.028315051388079857,0.005458058796914791,-0.25313201256559886,-0.26808641498578123,-0.2719860323173243,-0.34724696300982644,0.03154233083461659,-0.01761701555763347,-0.2707407266505489
-0.002125132072151878,0.5584175244768838,0.28019590798898214,0.03824160938106566,0.020888711568093354,-0.25286098212471264,-0.29509401347268627,-0.28234772313931245,-0.3517702551124223,0.02295872736609455,-0.02630927356302934,-0.279576704568051
-0.06952013622460942,0.5560822948471655,0.27916615055087624,-0.04333509738764301,0.006552343593738776,-0.2550562292528305,-0.33343959758545433,-0.2754268968411642,-0.35201679530018803,-0.03425112404075346,-0.028731937640896904,-0.2836957515841799
0.024667618912839303,0.5557081983778976,0.283973694358359,0.04633688069768562,0.01932525325460384,-0.24730356562057282,-0.2981608151425384,-0.2794800920025098,-0.34260497668072276,0.034976920577693756,-0.03501553839965576,-0.28240194901853044
-0.013672037953366977,0.5788672307542383,0.2971285407752099,0.07044250821529938,0.045459274452066545,-0.25481614782076395,-0.2947723255829443,-0.28550775342695706,-0.35466168765259815,0.050242209281955164,-0.07677522440572714,-0.3316206299459881
0.0038958127709421077,0.5366569933028963,0.2656268039059354,0.03563968290270573,0.010245618847142628,-0.2502154198278186,-0.3103882730173467,-0.26970564953013476,-0.3461487907308582,0.03937204894411709,-0.04932978592714602,-0.29946368946345325
-0.034770632362061446,0.5661573731379124,0.288796922363414,-0.003969486023484453,0.031104890683953626,-0.25102416462790295,-0.3571935485262111,-0.27612191701791083,-0.3480965194129525,0.005919587119749342,-0.09865993209035924,-0.34951280659035244
