alpha1,gamma1,beta1,alpha2,gamma2,beta2,alpha3,gamma3,beta3,alpha4,gamma4,beta4
0.11643098075970622,0.5484488775263509,0.2582649957018616,0.005325081002545676,-0.016080168063730322,-0.150390442006037,0.00833967519914426,-0.015907197831519893,-0.1515614733763991,0.014474647632043076,0.036024453179864795,-0.10965173459851618
-0.029871029680748888,0.54768199797643,0.28100273870168896,0.022732994135223204,-0.01649188885672537,-0.15055476911269383,0.02591662376802024,-0.016812417803716773,-0.15215206667314102,0.02093594056567053,0.04153985840792182,-0.10636016339040977
0.0015455555995423944,0.5485284890870479,0.2811144783358488,0.06809129697748359,0.03706688303444229,-0.12986269170283896,0.02885857349789485,-0.006329027295897426,-0.14935162448717265,0.0513948389878413,-0.12319621439256702,-0.25700223312520565
-0.04772902176157633,0.5489802403790682,0.27767699103680643,-0.015054269872745076,0.009332603510024977,-0.1342430211338064,-0.029017267099486203,-0.010203805911046058,-0.1438662696878861,0.0007614297655520884,-0.08339363843927503,-0.21472902626301468
-0.09686828856232527,0.5455390149784131,0.2915943008496185,-0.04891083792478788,-0.024260881965144865,-0.14909151906528423,-0.03925071115701722,-0.016809990456857517,-0.1470318312720368,-0.05168998033506292,0.10270805228468738,-0.04285920127539647
-0.01901277236469063,0.5367798541314246,0.27774572059528674,-0.050206843524665125,-0.013014365117149585,-0.1403750909503832,-0.04877926837405617,-0.014432607084759451,-0.14216791029716447,-0.05850624086073392,0.07430287421988305,-0.0654569383576589
0.03065145942255942,0.547863614712012,0.29621394823225033,-0.004427334732671786,0.0024406370193208247,-0.12867411255050673,-0.014825315783410486,-0.010686837471993841,-0.13574329585993422,0.0037642367260637593,-0.06838001417173947,-0.19398086297726477
0.09916180209581342,0.5431473435525499,0.25838201635571073,0.04056549953886869,0.023311989329347343,-0.13433548767380796,0.013213513269120061,-0.008700762655512999,-0.14844283076172884,0.034091751139991876,-0.08306115218190958,-0.21742007371222813
0.030562513847594442,0.5412227880611057,0.2585395444648049,0.048272677273926305,0.0026804847731858633,-0.14790423585500753,0.0384678121133882,-0.012228103123804965,-0.155807516932742,0.04145296833573238,0.01659195407857095,-0.1337828346214218
-0.05374511918949905,0.537166265123241,0.29470954649601233,-0.03370327839083997,0.0021485178337942337,-0.13296530263062778,-0.043494962660269365,-0.010963960931948036,-0.1396717917741526,-0.03513695669297749,-0.0025008455684128977,-0.13619487321800836
